amenities,ciudad,descripcion,direccion,nombre,precio,valoracion
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Patio,Tennis court offsite,Kids stay free,Parking,Wifi,Paid internet,Pool / beach towels,Outdoor pool,Restaurant,Breakfast available,Vending machine,Children Activities (Kid / Family Friendly),Shuttle bus service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business center,Baggage storage,Newspaper,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Dry cleaning,Self-serve laundry,Air conditioning,Desk,Interconnected rooms available,Seating area,Coffee / tea maker,Cable / satellite TV,Sofa bed,Bath / shower,Sofa,Telephone,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,On-demand movies,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",Atlanta,"HOTEL STYLE,Quiet,Family","2045 S Park Pl SE, Atlanta, GA 30339-2014",Courtyard by Marriott Atlanta Windy Hill/Ballpark,,3.5
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Free shuttle or taxi services,Business Center with Internet Access,Parking garage,Wifi,Indoor pool,Heated pool,Breakfast available,Breakfast buffet,Vending machine,Shuttle bus service,Conference facilities,Meeting rooms,BBQ facilities,Baggage storage,Convenience store,Newspaper,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Safe,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"Hotel near Atlanta's Buckhead Village District, Buckhead Theatre, Lenox Square Mall and Phipps Plaza. For an upscale, all-suite hotel in Atlanta's shopping, dining and business district, stay at the Staybridge Suites Atlanta Buckhead, conveniently located near Midtown Atlanta and Atlantic Station. Our hotel is just 1 mile from the MARTA Train's Buckhead and Lindbergh Stations and 15 miles from Atlanta's Hartsfield-Jackson International Airport (ATL) with easy access to I-75, I-85 and GA 400. Our hotel is located near several corporate headquarters - Spanx, Carter's, SalesForce, AT&T, Kaiser Permanente and Global Payments as well as headquarters located in neighboring areas - Microsoft Corporation, NCR Corporation, Norfolk Southern and SunTrust Bank. We are also located near Emory University Hospital, Piedmont Hospital, Northside Hospital, Egelston Children's Hospital, CHOA and the Atlanta International School for guests visiting local hospitals and schools.,HOTEL STYLE,Quiet,Family","540 Pharr Road NE, Atlanta, GA 30305","Staybridge Suites Atlanta-Buckhead, an IHG Hotel",,4.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Meeting rooms,Wifi,Breakfast available,Breakfast buffet,Baggage storage,Non-smoking hotel,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites",Atlanta,"HOTEL STYLE,Centrally Located,Mid-range","1041 West Peachtree Street NW, Atlanta, GA 30309-3966",Residence Inn Atlanta Midtown/Georgia Tech,,4.0
"Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Golf course,Tennis court,Children Activities (Kid / Family Friendly),Paid private parking on-site,Wifi,Restaurant,Breakfast available,Breakfast in the room,Snack bar,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Taxi service,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Air conditioning,Housekeeping,Room service,Kitchenette,Microwave,Flatscreen TV,Non-smoking rooms",Atlanta,"Twelve Midtown, Autograph Collection is a premier all-suite hotel in the heart of Atlantic Station in Midtown Atlanta, Georgia. We offer chic guest rooms and suites, as well as unsurpassed amenities, in a boutique setting near shopping, dining and entertainment.,HOTEL STYLE,Great View,Modern","361 17th Street NW, Atlanta, GA 30363","Twelve Midtown, Autograph Collection",,3.5
"Fitness Center with Gym / Workout Room,Free breakfast,Restaurant,Breakfast available,Meeting rooms,Non-smoking hotel,Laundry service,Non-smoking rooms",Atlanta,"Experience SpringHill Suites by Marriott®, an all-suite hotel infused with stylish spaces & design. As one of the newest hotels near Braves Stadium, we feature spacious rooms with complimentary Wi-Fi and hot & healthy breakfast options.",,Springhill Suites Atlanta Northwest,€103,5.0
"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Business Center with Internet Access,BBQ facilities,Parking,Wifi,Paid internet,Outdoor pool,Breakfast buffet,Snack bar,Shuttle bus service,Baggage storage,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Safe,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"HOTEL STYLE,Quiet,Mid-range","3300 Northlake Parkway, Atlanta, GA 30345",Extended Stay America - Atlanta - Northlake,,3.5
"Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Special diet menus,Non-smoking hotel,Shared lounge / TV area,Bathrobes,Air conditioning,Iron,Flatscreen TV,Non-smoking rooms,Family rooms",Atlanta,"Beautiful 1892 Queen Anne Victorian in historic Inman Park - fully restored to its original glory, with added amenities. Located 2 miles from central downtown and close to Atlanta's most popular sites. Full in-house business center and free wi-fi.,HOTEL STYLE,Residential Neighborhood,Romantic","804 Edgewood Ave NE, Atlanta, GA 30307-2578",Sugar Magnolia Bed & Breakfast,,5.0
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Kids stay free,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Parking,Wifi,Hot tub,Outdoor pool,Breakfast buffet,Meeting rooms,Baggage storage,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"HOTEL STYLE,Mid-range,Family","820 Sidney Marcus Blvd NE, Atlanta, GA 30324-5652",Towneplace Stes Buckh Marriott,,3.5
"Electric vehicle charging station,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Bicycles available,Children Activities (Kid / Family Friendly),Valet parking,Wifi,Indoor pool,Saltwater pool,Bar / lounge,Restaurant,Breakfast available,Pets Allowed ( Dog / Pet Friendly ),Car hire,Business Center with Internet Access,Meeting rooms,Concierge,Convenience store,Gift shop,Newspaper,Non-smoking hotel,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Soundproof rooms,Bathrobes,Air conditioning,Housekeeping,Kitchenette,Sofa bed,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Atlanta,"At Element Buckhead, you can stay relaxed and refreshed while away from home. Our Buckhead, GA hotel ensures that you have everything you need to stay balanced and true to your values- whether your stay is a quick weekend getaway or a week-long trip.","3491 Piedmont Road, Atlanta, GA 30305",Element Atlanta Buckhead,€112,4.0
"Free parking,Parking,Free High Speed Internet (WiFi),Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Non-smoking hotel,Laundry service,Self-serve laundry,Wifi,Vending machine,Air conditioning,Kitchenette,Microwave,Complimentary toiletries,Non-smoking rooms,Suites",Atlanta,"Free grab-and-go breakfast: Jump start your day with a free grab-and-go breakfast that includes a variety of breakfast bars and muffins, hot cereal, coffee, and tea. Cash is accepted as a form of payment for those guests paying by a weekly or monthly rate. A valid credit card must be kept on file for incidentals. Cash is not accepted as a method of payment for guests paying the daily rate.","905 Crestline Pkwy, Atlanta, GA 30328-6039",Extended Stay America - Atlanta - Perimeter - Crestline,,3.5
"Free parking,Free High Speed Internet (WiFi),Outdoor pool,Fitness Center with Gym / Workout Room,Free breakfast,Golf course,Meeting rooms,Baggage storage,Parking,Wifi,Breakfast available,Breakfast buffet,Convenience store,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Microwave,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"HOTEL STYLE,Mid-range",,Fairfield Inn & Suites Atlanta Vinings/Galleria,,3.5
"Electric vehicle charging station,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Conference facilities,Valet parking,Public wifi,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Outdoor dining area,Poolside bar,Rooftop bar,Banquet room,Meeting rooms,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,Outdoor fireplace,Sun terrace,24-hour check-in,24-hour front desk,Express check-in / check-out,Air conditioning,Desk,Housekeeping,Room service,Cable / satellite TV,Flatscreen TV,Complimentary toiletries,Hair dryer,Safe,Telephone,Wardrobe / closet,Private bathrooms,Wake-up service / alarm clock,City view,Non-smoking rooms",Atlanta,"Book your stay at Epicurean Atlanta, Autograph Collection. Our Atlanta boutique hotel in Midtown offers well-appointed guest rooms and suites. Awaken appetites unknown at our culinary-focused hotel with a trio of dining outlets.,HOTEL STYLE,City View","1117 West Peachtree Street, Atlanta, GA 30309","Epicurean Atlanta, Autograph Collection",,4.5
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Complimentary Instant Coffee,Concierge,Non-smoking hotel,Express check-in / check-out,Private check-in / check-out,Parking garage,Wifi,Complimentary tea,Clothes dryer,Self-serve laundry,Washing machine,Air conditioning,Dining area,Private balcony,Seating area,Coffee / tea maker,Dishwasher,Flatscreen TV,Bath / shower,Separate dining area,Separate living room,Sofa,Wardrobe / closet,Iron,Microwave,Oven,Refrigerator,Stovetop,Electric kettle,Kitchenware,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",Atlanta,,"1 Baltimore Pl NW, Atlanta, GA 30308-2116",Sonder Baltimore Place,,4.5
"Valet parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,24-hour security,Baggage storage,24-hour front desk,Dry cleaning,Restaurant,Breakfast available,Happy hour,Outdoor dining area,Concierge,Newspaper,Non-smoking hotel,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Refrigerator,Cable / satellite TV,Walk-in shower,Bathrobes,Interconnected rooms available,Room service,Safe,Seating area,Telephone,Wardrobe / closet,Iron,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,On-demand movies,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms",Chicago,"At Hotel Julian, Chicago's renowned architecture, history, and love of art come together in An Original Remix of a modern, luxury hotel experience. Named for St. Julian, the patron saint of hospitality and travelers, this exciting new retreat infuses the Michigan Avenue hotel scene with a chic, urban energy that reflects its patron's famed warmth and hospitality. Located just steps from Chicago's iconic Millennium Park, Hotel Julian brings together the stylish sophistication of The Magnificent Mile®, the artistic refinement of the Cultural Mile and the savvy street smarts of the Loop business district.,HOTEL STYLE,Charming,Trendy","168 N Michigan Ave, Chicago, IL 60601",Hotel Julian,€211,4.5
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycles available,Billiards,Children's television networks,Pets Allowed ( Dog / Pet Friendly ),Paid public parking nearby,Coffee shop,Restaurant,Breakfast available,Breakfast in the room,Complimentary Instant Coffee,Complimentary welcome drink,Happy hour,Outdoor dining area,Special diet menus,Wine / champagne,Rooftop bar,Patio,Walking tours,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Rooftop terrace,24-hour security,Baggage storage,Concierge,Non-smoking hotel,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Air purifier,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Sofa bed,Walk-in shower,Bathrobes,Dining area,Housekeeping,Interconnected rooms available,Room service,Safe,Seating area,Sofa,Telephone,Bottled water,Clothes rack,Iron,Laptop safe,Wake-up service / alarm clock,Minibar,Flatscreen TV,On-demand movies,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites",Chicago,"HOTEL STYLE,Romantic,City View","230 N Michigan Ave, Chicago, IL 60601-5906",Pendry Chicago,"€349,€205",5.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Kids stay free,Taxi service,Business Center with Internet Access,Paid private parking on-site,Wifi,Restaurant,Breakfast available,Complimentary Instant Coffee,Special diet menus,Rooftop bar,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,Rooftop terrace,24-hour security,Baggage storage,Concierge,Non-smoking hotel,Sun terrace,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,VIP room facilities,Iron,Wake-up service / alarm clock,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites",Chicago,"HOTEL STYLE,Value,Trendy","85 E Wacker Drive, Chicago, IL 60601-3703","LondonHouse Chicago, Curio Collection by Hilton",€219,4.5
,Atlanta,,,Bonaventure Bed and Breakfast,,
